CB1	CB2	Jaccard_score
20517_169143_228537	38691_75051_228537	0.363636
20517_169143_228537	75051_38691_237832	0.454545
169143_20517_234024	20517_234024_107336	1.000000
20529_53806_93263	53806_20529_193543	0.571429
20529_53806_93263	42004_93263_53806	1.000000
20529_53806_93263	42004_42004_42005	0.250000
175625_20656_202626	20656_202626_102852	0.684211
202626_102852_234396	20656_202626_102852	0.476190
20656_202626_102852	76367_176138_150780	0.400000
142446_150780_176138	20656_202626_102852	0.440000
20656_202626_102852	76367_32339_149751	0.263158
20689_76984_144098	76984_144098_84425	0.857143
144098_84425_210610	20689_76984_144098	0.555556
20689_76984_144098	20691_76985_210610	0.400000
20689_76984_144098	76985_20691_81000	0.400000
20689_76984_144098	76985_210610_84425	0.444444
20691_76985_210610	76984_144098_84425	0.444444
144098_84425_210610	20691_76985_210610	0.555556
20691_76985_210610	76985_20691_81000	1.000000
20691_76985_210610	76985_210610_84425	0.857143
20732_134928_134579	93456_134579_134928	0.714286
20732_134928_134579	41777_93456_134579	0.375000
20866_74330_238492	74330_20866_112022	0.882353
20866_74330_238492	59981_101275_59983	0.275000
20866_74330_238492	59981_101293_101292	0.500000
101293_101292_112022	20866_74330_238492	0.608696
101275_59981_101293	20866_74330_238492	0.468085
20866_112022_101292	20866_74330_238492	0.714286
20866_74330_238492	74330_238492_212127	0.696970
20866_112022_101292	74330_20866_112022	0.800000
20866_112022_101292	59981_101275_59983	0.282609
20866_112022_101292	59981_101293_101292	0.600000
101293_101292_112022	20866_112022_101292	0.708333
101275_59981_101293	20866_112022_101292	0.480769
20866_112022_101292	74330_238492_212127	0.488372
195078_201465_234451	20901_55325_228322	0.305556
149396_107809_170518	20901_55325_228322	0.625000
20901_55325_228322	60443_149396_107809	0.576923
20901_55325_228322	55325_20901_170518	0.863636
20901_170518_107809	20901_55325_228322	0.625000
20901_55325_228322	55325_228322_97450	0.250000
20901_170518_107809	236162_149089_240583	0.250000
195078_201465_234451	20901_170518_107809	0.393939
149396_107809_170518	20901_170518_107809	1.000000
20901_170518_107809	60443_149396_107809	0.904762
20901_170518_107809	55325_20901_170518	0.739130
20901_170518_107809	47393_60443_149396	0.333333
20901_170518_107809	55325_228322_97450	0.263158
128744_74223_219426	22031_176368_38949	0.333333
128744_38949_176368	22031_176368_38949	0.500000
22031_176368_38949	38949_128744_74223	0.357143
176368_22031_228452	22031_176368_38949	0.700000
22066_24283_24284	80551_73087_188210	0.250000
22066_24283_24284	24283_24284_228512	1.000000
101447_238068_143149	22077_75743_101448	0.714286
101448_101447_238068	22077_75743_101448	0.833333
22077_75743_101448	73098_151737_143177	0.333333
143149_2953_159888	22077_75743_101448	0.625000
22077_75743_101448	37028_22077_75743	0.750000
151737_143177_159888	22077_75743_101448	0.444444
22077_75743_101448	75743_101448_101447	0.833333
22201_60903_216882	24518_216882_60903	0.545455
22360_42153_243010	42153_243010_56518	1.000000
22379_184856_73123	73123_193636_76652	0.454545
184856_73123_193636	22379_184856_73123	0.428571
184856_22379_202900	22379_184856_73123	0.333333
202900_176197_238485	22379_202900_176197	0.428571
184856_22379_202900	22379_202900_176197	0.666667
22405_75854_201005	75854_201005_123936	0.500000
22412_202299_24667	32594_193215_153014	1.000000
22412_202299_24667	98850_196832_207323	0.333333
193214_32594_193215	22412_202299_24667	0.777778
216487_133948_219487	22412_202299_24667	0.416667
196832_98850_234735	22412_202299_24667	0.333333
113647_219488_207323	22412_202299_24667	0.416667
133948_219487_212522	22412_202299_24667	0.416667
22412_202299_24667	51913_236287_219738	0.307692
113647_216487_133948	22412_202299_24667	0.416667
153017_51913_236287	22412_202299_24667	0.307692
196832_207323_219488	22412_202299_24667	0.416667
216487_113647_219488	22412_202299_24667	0.416667
201024_212522_219487	22412_202299_24667	0.461538
22412_202299_24667	51913_153017_234735	0.285714
22412_202299_24667	22414_193214_32594	0.777778
22412_202299_24667	98850_234735_153017	0.285714
22412_202299_24667	24610_708_228514	0.250000
193215_153014_202297	22412_202299_24667	0.875000
153014_202297_201425	22412_202299_24667	0.875000
22412_202299_212523	50246_153524_201079	0.666667
22412_202299_212523	51396_202297_201425	0.833333
22412_202299_212523	51398_212527_153525	0.833333
202295_51396_202297	22412_202299_212523	0.833333
202299_22412_234734	22412_202299_212523	0.833333
134996_51400_212530	22412_202299_212523	0.666667
22412_202299_212523	51400_212530_134997	0.666667
22414_193214_32594	32594_193215_153014	0.777778
22414_193214_32594	98850_196832_207323	0.454545
193214_32594_193215	22414_193214_32594	1.000000
216487_133948_219487	22414_193214_32594	0.545455
196832_98850_234735	22414_193214_32594	0.454545
113647_219488_207323	22414_193214_32594	0.545455
133948_219487_212522	22414_193214_32594	0.545455
22414_193214_32594	51913_236287_219738	0.307692
113647_216487_133948	22414_193214_32594	0.545455
153017_51913_236287	22414_193214_32594	0.307692
196832_207323_219488	22414_193214_32594	0.545455
216487_113647_219488	22414_193214_32594	0.545455
201024_212522_219487	22414_193214_32594	0.461538
22414_193214_32594	51913_153017_234735	0.384615
22414_193214_32594	98850_234735_153017	0.384615
22414_193214_32594	24610_708_228514	0.250000
193215_153014_202297	22414_193214_32594	0.666667
153014_202297_201425	22414_193214_32594	0.666667
22601_173810_188849	22601_202131_60272	0.615385
22601_173810_188849	56138_60272_202131	0.500000
173810_22601_202131	22601_173810_188849	0.642857
22601_202131_60272	56138_60272_202131	0.769231
173810_22601_202131	22601_202131_60272	0.833333
22659_24476_68014	68014_187235_123878	0.470588
151335_123878_187235	22659_24476_68014	0.444444
22659_24476_68014	56653_24479_159541	0.250000
22659_24476_68014	24476_68014_187235	0.600000
159541_56652_216346	22659_24476_68014	0.250000
22659_24476_68014	24479_159541_56652	0.250000
22659_24478_216346	24478_216346_56652	1.000000
22659_24478_216346	56653_24479_159541	0.571429
22659_24478_216346	24476_68014_187235	0.333333
159541_56652_216346	22659_24478_216346	0.571429
22659_24478_216346	24479_159541_56652	0.571429
201242_22704_243606	22704_243606_195007	0.555556
22706_93313_229422	22707_243533_193134	0.300000
22706_151493_51290	229422_93313_229422	0.333333
151493_22706_229422	22706_151493_51290	0.571429
22706_151493_51290	47340_229422_93313	0.250000
105054_244445_207289	22706_151493_51290	0.454545
22706_151493_51290	22706_229422_93313	0.666667
105054_244445_144349	22706_151493_236162	0.333333
22706_229422_93313	229422_93313_229422	0.454545
151493_22706_229422	22706_229422_93313	0.833333
22706_229422_93313	47340_229422_93313	0.428571
105054_244445_207289	22706_229422_93313	0.333333
193134_42156_211502	22707_243533_193134	0.300000
22707_243533_193134	42156_211502_156493	0.300000
159312_22760_201909	22759_159312_22760	1.000000
185117_201913_201914	22759_159312_22760	0.500000
144346_201914_201913	22759_159312_22760	0.363636
201914_144346_201915	22759_159312_22760	0.333333
101621_101622_185117	22759_159312_22760	0.500000
101622_185117_201913	22759_159312_22760	0.500000
22759_159312_22760	59775_33176_101621	0.571429
22759_159312_22760	33176_101621_101622	0.363636
159312_22759_238900	22759_159312_22760	1.000000
22827_16039_159418	60725_42045_159467	0.466667
22827_16039_159418	42046_159417_42047	0.800000
22827_16039_159418	38973_60725_42045	0.533333
159417_42047_159418	22827_16039_159418	1.000000
22827_16039_159418	22828_47316_51671	0.333333
22827_16039_159418	51671_38973_60725	0.600000
22827_16039_159418	42046_22828_47316	0.333333
22827_16039_159418	22828_42046_159417	0.727273
22827_16039_159418	38973_51671_47316	0.333333
22827_16039_159418	22829_51671_38973	0.500000
22827_16039_159418	22828_22829_51671	0.500000
22828_22829_51671	42046_159417_42047	0.444444
159417_42047_159418	22828_22829_51671	0.500000
22828_22829_51671	51671_38973_60725	0.266667
22828_22829_51671	22828_42046_159417	0.400000
22828_22829_51671	22829_51671_38973	1.000000
22828_42046_159417	60725_42045_159467	0.500000
22828_42046_159417	42046_159417_42047	0.888889
22828_42046_159417	38973_60725_42045	0.466667
159417_42047_159418	22828_42046_159417	0.727273
22828_42046_159417	22828_47316_51671	0.500000
22828_42046_159417	51671_38973_60725	0.533333
22828_42046_159417	42046_22828_47316	0.500000
142278_133829_165962	22828_42046_159417	0.272727
22828_42046_159417	38973_51671_47316	0.500000
22828_42046_159417	22829_51671_38973	0.400000
22828_47316_51671	60725_42045_159467	0.500000
22828_47316_51671	42046_159417_42047	0.400000
22828_47316_51671	38973_60725_42045	0.461538
159417_42047_159418	22828_47316_51671	0.333333
22828_47316_51671	51671_38973_60725	0.428571
22828_47316_51671	42046_22828_47316	1.000000
142278_133829_165962	22828_47316_51671	0.571429
22828_47316_51671	38973_51671_47316	1.000000
22829_51671_38973	42046_159417_42047	0.444444
159417_42047_159418	22829_51671_38973	0.500000
22829_51671_38973	51671_38973_60725	0.266667
167968_22940_236162	22940_167968_228602	0.538462
22940_167968_228602	47463_228602_167968	0.777778
167968_22940_236162	22940_236162_32597	0.454545
204813_32597_236162	22940_236162_32597	0.250000
144349_55574_204813	22940_236162_32597	0.250000
22940_236162_32597	32597_204813_55574	0.250000
200935_32597_236162	22940_236162_32597	0.250000
112031_90862_236486	22959_1202_75206	0.583333
22959_1202_75206	22959_153334_237948	0.583333
22959_1202_75206	74391_227591_122396	0.272727
22959_1202_75206	74391_237948_153334	0.454545
227591_74391_237948	22959_1202_75206	0.333333
22959_1202_75206	75206_84158_112031	0.250000
22959_1202_75206	84158_112031_90862	0.272727
112031_90862_236486	22959_153334_237948	0.466667
22959_153334_237948	74391_227591_122396	0.416667
22959_153334_237948	74391_237948_153334	0.727273
227591_74391_237948	22959_153334_237948	0.583333
24168_51415_122190	28503_32359_75157	0.250000
24168_51415_122190	32359_75157_55098	0.294118
24168_51415_122190	51415_24168_84179	0.818182
24168_51415_122190	24168_84179_64796	0.363636
24168_51415_122190	32482_122190_51415	0.666667
24168_84179_64796	93512_80185_210806	0.285714
24168_84179_64796	51415_24168_84179	0.500000
24168_84179_64796	32482_122190_51415	0.363636
122190_24168_223738	24168_122190_32482	0.454545
24168_122190_32482	24168_223738_84179	0.285714
122190_24168_223738	24168_223738_84179	0.500000
24169_80185_210806	75216_210806_80185	0.304348
24169_80185_210806	60272_56138_122194	0.369565
24169_80185_210806	32482_28498_101566	0.347222
24169_80185_210806	28498_32482_122190	0.323529
24169_80185_210806	80185_24169_122192	0.526316
24169_80185_210806	24824_101566_28498	0.305556
24169_80185_210806	32482_122190_156320	0.272727
24283_24284_228512	80551_73087_188210	0.250000
212690_64097_229009	24308_212690_64097	0.384615
24308_212690_64097	64097_229009_151500	0.300000
212690_24308_229008	24308_212690_64097	1.000000
24309_24310_100458	64098_211469_100458	0.666667
24309_24310_100458	24310_24309_24310	0.307692
24309_24310_100458	24310_100458_211469	0.833333
24309_24310_100458	24310_112743_134181	0.307692
24309_24310_100458	24309_24310_112743	0.307692
112743_134181_151500	24309_24310_100458	0.272727
134181_151500_229009	24309_24310_100458	0.300000
24309_24310_100458	64097_229009_151500	0.300000
212690_64097_229009	24309_24310_112743	0.562500
24309_24310_112743	56869_64098_211469	0.437500
212691_195299_229008	24309_24310_112743	0.277778
24309_24310_112743	24310_24309_24310	1.000000
24309_24310_112743	64097_229009_134181	0.285714
24309_24310_112743	24310_100458_211469	0.285714
24309_24310_112743	24310_112743_134181	0.600000
24309_24310_112743	24309_24310_211469	0.666667
24309_24310_112743	24310_211469_64098	0.461538
112743_134181_151500	24309_24310_112743	0.500000
134181_151500_229009	24309_24310_112743	0.428571
24309_24310_112743	64097_229009_151500	0.538462
24309_24310_112743	64097_212690_229008	0.307692
195299_229008_212690	24309_24310_112743	0.285714
212690_64097_229009	24309_24310_211469	0.400000
24309_24310_211469	56869_64098_211469	0.357143
212691_195299_229008	24309_24310_211469	0.266667
24309_24310_211469	24310_24309_24310	0.666667
24309_24310_211469	64097_229009_134181	0.272727
24309_24310_211469	24310_112743_134181	0.333333
24309_24310_211469	24310_211469_64098	0.666667
112743_134181_151500	24309_24310_211469	0.307692
24309_24310_211469	64097_229009_151500	0.333333
24309_24310_211469	64097_212690_229008	0.444444
195299_229008_212690	24309_24310_211469	0.400000
212690_64097_229009	24310_24309_24310	0.562500
24310_24309_24310	56869_64098_211469	0.437500
212691_195299_229008	24310_24309_24310	0.277778
24310_24309_24310	64097_229009_134181	0.285714
24310_100458_211469	24310_24309_24310	0.285714
24310_112743_134181	24310_24309_24310	0.600000
24310_211469_64098	24310_24309_24310	0.461538
112743_134181_151500	24310_24309_24310	0.500000
134181_151500_229009	24310_24309_24310	0.428571
24310_24309_24310	64097_229009_151500	0.538462
24310_24309_24310	64097_212690_229008	0.307692
195299_229008_212690	24310_24309_24310	0.285714
24310_59088_60002	59088_60002_107290	0.833333
24310_59088_60002	50728_200925_188624	0.571429
24310_59088_60002	50727_68914_68913	0.714286
107292_212930_149040	24310_59088_60002	0.833333
24310_59088_60002	59088_24310_68915	1.000000
107291_149040_212930	24310_59088_60002	0.833333
24310_59088_60002	68914_50727_188624	0.857143
24310_59088_60002	50727_188624_200925	0.714286
24310_68915_192137	68915_24310_143442	0.666667
24310_68915_192137	68915_192137_188076	0.833333
24310_68915_192137	68062_240089_68063	0.571429
188076_211453_192136	24310_68915_192137	0.555556
24310_143442_37791	24310_68915_192137	0.750000
192136_66158_244359	24310_68915_192137	0.555556
211452_68062_240089	24310_68915_192137	0.300000
192137_188076_211453	24310_68915_192137	0.833333
24310_68915_192137	66158_192136_211453	0.666667
24310_68915_192137	37791_64353_56869	0.500000
24310_68915_192137	66158_244359_68063	0.375000
24310_68915_192137	64353_37791_143442	0.625000
24310_100458_211469	64098_211469_100458	0.833333
24310_100458_211469	56869_64098_211469	0.307692
24310_100458_211469	24310_112743_134181	0.384615
112743_134181_151500	24310_100458_211469	0.363636
134181_151500_229009	24310_100458_211469	0.400000
24310_100458_211469	64097_229009_151500	0.272727
24310_112743_134181	64098_211469_100458	0.307692
212690_64097_229009	24310_112743_134181	0.470588
24310_112743_134181	56869_64098_211469	0.437500
212691_195299_229008	24310_112743_134181	0.277778
24310_112743_134181	53728_37656_194968	0.266667
24310_112743_134181	37656_194968_212695	0.266667
24310_112743_134181	68384_212691_195299	0.294118
24310_112743_134181	24310_211469_64098	0.357143
112743_134181_151500	24310_112743_134181	0.750000
134181_151500_229009	24310_112743_134181	0.666667
24310_112743_134181	64097_229009_151500	0.538462
195299_229008_212690	24310_112743_134181	0.285714
151501_68384_212691	24310_112743_134181	0.285714
24310_143442_37791	68915_24310_143442	0.888889
24310_143442_37791	68915_192137_188076	0.625000
24310_143442_37791	68062_240089_68063	0.625000
188076_211453_192136	24310_143442_37791	0.777778
192136_66158_244359	24310_143442_37791	0.777778
211452_68062_240089	24310_143442_37791	0.500000
192137_188076_211453	24310_143442_37791	0.625000
